method,cycles,mean_coverage_high_info,mean_coverage_weighted,mean_coverage_global,global_coverage_ratio,global_high_info_coverage_ratio,mean_plan_time_sec,total_plan_time_sec,final_ergodicity,mean_ergodicity,red_k_mean,white_k_mean,k_change_red_minus_white
objective_ergodic,10,0.0037513272942305774,0.4996679499745369,0.020999999999999998,0.125,0.1125,4.394805508502759,43.94805508502759,54.78901290893555,62.10538812637329,1.7319016695022582,1.7300863566605942,0.0018153128416640296
frontier,10,1.840888564591612e-08,0.5075369358062745,0.00275,0.005,0.0,0.013629837485495955,0.13629837485495955,57.981040954589844,55.060195732116696,1.5636816650629044,1.563111887127161,0.0005697779357434207
probabilistic,10,0.0005140786323175109,0.4740332797169685,0.012750000000000001,0.1,0.125,0.010291149828117341,0.10291149828117341,62.18336868286133,58.31596563339233,1.6238174495242892,1.6243273665785123,-0.0005099170542230969
greedy_info,10,6.0428812254542665e-06,0.6776618421077728,0.0024999999999999996,0.0075,0.0,0.016391383297741414,0.16391383297741413,61.67536544799805,57.168557491302494,1.6223676204681396,1.6507918323789323,-0.028424211910792696
